Row Labels,WindowsOnly Number,WindowsOnly Percent,OtherVentilation Number,OtherVentilation Percent,TotalClassrooms (not inc DNE),Does Not Exist Number,Does Not Exist Percent,Operational Number,Operational Percent,Repair In Progress Number,Repair in Progress Percent,Does Not Exist or Repair in Progress Number,Does Not Exist or Repair in Progress Percent,Total Number Classrooms,Address,Latitude,Longitude,OpenCage Address,OpenCage Zip Code,OpeningDate,SchoolType,NTANumber,NTAName,JoinedSchoolListLocList,Census_tract,numSchools,studentEnrollment,studentCases,staffAndTeacherEnrollment,staffAndTeacherCases,totalCases,totalSchoolPop,studentsPerClassroom,staffPerClassroom,totalSchoolPopPerClassroom,casePerStudent,casesPerStaff,totalCasesPerPop,"caseRatePer10,000Student","caseRatePer10,000Staff","totalCaseRatePer10,000Pop"
Q111,0,0%,36,100%,36,0,0%,36,100%,0,0%,0,0%,36,37-15 13 STREET,40.758342,-73.939181,"Public School 111 Jacob Blackwell, 13th Street, New York, NY 11101, United States of America",11101,1950,K-8,QN68,Queensbridge-Ravenswood-Long Island City,P.S. 111 Jacob Blackwell,4300,1,329,1,64,2,3,393,9.138888889,1.777777778,10.91666667,0.003039513678,0.03125,0.007633587786,30.39513678,312.5,76.33587786
Q114,4,11%,32,89%,36,0,0%,36,100%,0,0%,0,0%,36,134-01 CRONSTON AVENUE,40.577552,-73.854364,"Public School 114, 134-01 Cronston Avenue, New York, NY 11694, United States of America",11694,1926,K-8,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,P.S./M.S. 114 Belle Harbor,92800,1,642,1,83,0,1,725,17.83333333,2.305555556,20.13888889,0.001557632399,0,0.001379310345,15.57632399,0,13.79310345
Q117,0,0%,48,100%,48,0,0%,48,100%,0,0%,0,0%,48,85-15 143 STREET,40.710428,-73.812968,"P.S. 117Q - J. Keld / Briarwood School, 84th Drive, New York, NY 11432, United States of America",11432,1928,Elementary,QN35,Briarwood-Jamaica Hills,P.S. 117 J. Keld / Briarwood School,23200,1,867,1,99,1,2,966,18.0625,2.0625,20.125,0.001153402537,0.0101010101,0.002070393375,11.53402537,101.010101,20.70393375
Q127,4,6%,59,94%,63,0,0%,63,100%,0,0%,0,0%,63,98-01 25 AVENUE,40.765507,-73.870931,"Public School 127 - Aerospace Science, 98th Street, New York, NY 11368, United States of America",11368,1927,K-8,QN27,East Elmhurst,P.S. 127 Aerospace Science Magnet School,35700,1,1109,1,132,2,3,1241,17.6031746,2.095238095,19.6984127,0.0009017132552,0.01515151515,0.002417405318,9.017132552,151.5151515,24.17405318
Q130,2,6%,30,94%,32,0,0%,32,100%,0,0%,0,0%,32,200-01 42 AVENUE,40.760219,-73.784009,"Public School 130, 200-01 42nd Avenue, New York, NY 11361, United States of America",11361,1925,Elementary,QN46,Bayside-Bayside Hills,P.S. 130,146300,1,401,1,54,0,1,455,12.53125,1.6875,14.21875,0.002493765586,0,0.002197802198,24.93765586,0,21.97802198
Q136,2,4%,43,96%,45,0,0%,45,100%,0,0%,0,0%,45,201-15 115 AVENUE,40.69894,-73.752694,"114-32 202nd Street, New York, NY 11412, United States of America",11412,1928,Elementary,QN08,St. Albans,P.S. 136 Roy Wilkins,52000,1,488,1,53,0,1,541,10.84444444,1.177777778,12.02222222,0.002049180328,0,0.001848428835,20.49180328,0,18.48428835
Q137,0,0%,76,100%,76,0,0%,76,100%,0,0%,0,0%,76,109-15 98 STREET,40.678112,-73.839377,"MS 137 - America's School of Heroes, Plattwood Avenue, New York, NY 11417, United States of America",11417,2002,Junior High-Intermediate-Middle,QN56,Ozone Park,M.S. 137 America's School of Heroes,8600,1,1930,1,172,4,5,2102,25.39473684,2.263157895,27.65789474,0.000518134715,0.02325581395,0.002378686965,5.18134715,232.5581395,23.78686965
Q138,0,0%,51,100%,51,0,0%,51,100%,0,0%,0,0%,51,251-11 WELLER AVENUE,40.659876,-73.734342,"Public School 138, 251-11 Weller Avenue, New York, NY 11422, United States of America",11422,1931,K-8,QN05,Rosedale,P.S./M.S. 138 Sunrise,66000,1,588,1,69,1,2,657,11.52941176,1.352941176,12.88235294,0.001700680272,0.01449275362,0.00304414003,17.00680272,144.9275362,30.4414003
Q139,4,10%,37,90%,41,0,0%,41,100%,0,0%,0,0%,41,93-06 63 DRIVE,40.728012,-73.862561,"Public School 139, 93-06 63rd Drive, New York, NY 11374, United States of America",11374,1929,Elementary,QN18,Rego Park,P.S. 139 Rego Park,69300,1,638,1,67,1,2,705,15.56097561,1.634146341,17.19512195,0.001567398119,0.01492537313,0.002836879433,15.67398119,149.2537313,28.36879433
Q140,0,0%,36,100%,36,0,0%,36,100%,0,0%,0,0%,36,166-01 116 AVENUE,40.687486,-73.781255,"115-30 167th Street, New York, NY 11434, United States of America",11434,1929,Elementary,QN76,Baisley Park,P.S. 140 Edward K Ellington,27800,1,392,1,51,0,1,443,10.88888889,1.416666667,12.30555556,0.002551020408,0,0.002257336343,25.51020408,0,22.57336343
Q145,2,3%,76,97%,78,0,0%,78,100%,0,0%,0,0%,78,33-34 80 STREET,40.754389,-73.887523,"Intermediate School 145 Joseph Pulitzer, 80th Street, New York, NY 11372, United States of America",11372,1954,Junior High-Intermediate-Middle,QN28,Jackson Heights,I.S. 145 Joseph Pulitzer,28500,1,1602,1,159,1,2,1761,20.53846154,2.038461538,22.57692308,0.0006242197253,0.006289308176,0.001135718342,6.242197253,62.89308176,11.35718342
Q146,0,0%,29,100%,29,0,0%,29,100%,0,0%,0,0%,29,98-01 159 AVENUE,40.660531,-73.834896,"Public School 146, 98th Street, New York, NY 11414, United States of America",11414,1936,K-8,QN57,Lindenwood-Howard Beach,P.S. 146 Howard Beach,88400,1,545,1,63,1,2,608,18.79310345,2.172413793,20.96551724,0.001834862385,0.01587301587,0.003289473684,18.34862385,158.7301587,32.89473684
Q152,2,3%,58,97%,60,0,0%,60,100%,0,0%,0,0%,60,33-52 62 STREET,40.753094,-73.900584,"Public School 152, 61st Street, New York, NY 11377, United States of America",11377,1938,Elementary,QN63,Woodside,P.S. 152 Gwendoline N. Alleyne School,29300,1,827,1,90,1,2,917,13.78333333,1.5,15.28333333,0.001209189843,0.01111111111,0.002181025082,12.09189843,111.1111111,21.81025082
Q155,1,3%,34,97%,35,0,0%,35,100%,0,0%,0,0%,35,130-02 115 AVENUE,40.679105,-73.810067,"115-01 130th Street, New York, NY 11420, United States of America",11420,1931,Elementary,QN55,South Ozone Park,P.S. 155,17600,1,534,1,56,1,2,590,15.25714286,1.6,16.85714286,0.001872659176,0.01785714286,0.003389830508,18.72659176,178.5714286,33.89830508
Q158,1,2%,60,98%,61,0,0%,61,100%,0,0%,0,0%,61,46-35 OCEANIA STREET,40.756562,-73.771878,"Middle School 158 Marie Curie, 46-35 Oceania Street, New York, NY 11361, United States of America",11361,1955,Junior High-Intermediate-Middle,QN46,Bayside-Bayside Hills,M.S. 158 Marie Curie,144700,1,972,1,89,1,2,1061,15.93442623,1.459016393,17.39344262,0.001028806584,0.01123595506,0.001885014138,10.28806584,112.3595506,18.85014138
Q159,4,12%,29,88%,33,0,0%,33,100%,0,0%,0,0%,33,205-01 33 AVENUE,40.770108,-73.783973,"Public School 159, 205-01 33rd Avenue, New York, NY 11361, United States of America",11361,1931,Elementary,QN46,Bayside-Bayside Hills,P.S. 159,109900,1,642,1,77,1,2,719,19.45454545,2.333333333,21.78787879,0.001557632399,0.01298701299,0.002781641168,15.57632399,129.8701299,27.81641168
Q162,3,8%,33,92%,36,0,0%,36,100%,0,0%,0,0%,36,201-02 53 AVENUE,40.748405,-73.776576,"Public School 162, 201-02 53rd Avenue, New York, NY 11364, United States of America",11364,1937,Elementary,QN46,Bayside-Bayside Hills,P.S. 162 John Golden,140901,1,574,1,69,0,1,643,15.94444444,1.916666667,17.86111111,0.001742160279,0,0.001555209953,17.42160279,0,15.55209953
Q173,3,7%,39,93%,42,0,0%,42,100%,0,0%,0,0%,42,174-10 67 AVENUE,40.734097,-73.795651,"Public School 173, 174-10 67th Avenue, New York, NY 11365, United States of America",11365,1949,Elementary,QN38,Pomonok-Flushing Heights-Hillcrest,P.S. 173 Fresh Meadows,122300,1,884,1,95,1,2,979,21.04761905,2.261904762,23.30952381,0.001131221719,0.01052631579,0.002042900919,11.31221719,105.2631579,20.42900919
Q179,2,7%,28,93%,30,0,0%,28,93%,2,7%,2,7%,30,196-25 PECK AVENUE,40.7417,-73.778118,"196-25 Peck Avenue, New York, NY 11365, United States of America",11365,1991,K-8,QN41,Fresh Meadows-Utopia,P.S. Q004,134700,1,456,1,311,1,2,767,15.2,10.36666667,25.56666667,0.002192982456,0.003215434084,0.00260756193,21.92982456,32.15434084,26.0756193
Q220,0,0%,29,100%,29,0,0%,29,100%,0,0%,0,0%,29,62-10 108 STREET,40.736314,-73.852621,"Public School 220 Edward Mandel, Horace Harding Expressway, New York, NY 11374-2756, United States of America",11374,1956,Elementary,QN17,Forest Hills,P.S. 220 Edward Mandel,74500,1,638,1,77,3,4,715,22,2.655172414,24.65517241,0.001567398119,0.03896103896,0.005594405594,15.67398119,389.6103896,55.94405594
Q234,0,0%,39,100%,39,0,0%,39,100%,0,0%,0,0%,39,30-14 30 STREET,40.766898,-73.923044,"P.S. 234, 29th Street, New York, NY 11101, United States of America",11101,1999,Junior High-Intermediate-Middle,QN71,Old Astoria,"Academy for New Americans, Academy for New Americans, P.S. 234, P.S. 234",7300,2,474,1,74,2,3,548,12.15384615,1.897435897,14.05128205,0.002109704641,0.02702702703,0.005474452555,21.09704641,270.2702703,54.74452555
Q244,0,0%,23,100%,23,0,0%,23,100%,0,0%,0,0%,23,137-20 FRANKLIN AVENUE,40.754483,-73.826192,"P.S. 244Q, 137-20 Franklin Avenue, New York, NY 11355, United States of America",11355,2008,Early Childhood,QN22,Flushing,The Active Learning Elementary School,79701,1,487,1,49,0,1,536,21.17391304,2.130434783,23.30434783,0.00205338809,0,0.001865671642,20.5338809,0,18.65671642
Q251,0,0%,26,100%,26,0,0%,26,100%,0,0%,0,0%,26,144-51 ARTHUR STREET,40.664809,-73.759396,"Intermediate School 231, Springfield Boulevard, New York, NY 11413, United States of America",11413,1973,Elementary,QN03,Springfield Gardens South-Brookville,P.S. 251 Queens,32000,1,299,1,40,0,1,339,11.5,1.538461538,13.03846154,0.003344481605,0,0.002949852507,33.44481605,0,29.49852507
Q254,0,0%,40,100%,40,0,0%,40,100%,0,0%,0,0%,40,84-40 101 STREET,40.6972,-73.847886,"84-40 101st Street, New York, NY 11418, United States of America",11418,2004,Elementary,QN54,Richmond Hill,P.S. 254 - The Rosa Parks School,2400,1,585,1,68,0,1,653,14.625,1.7,16.325,0.001709401709,0,0.001531393568,17.09401709,0,15.31393568
Q262,0,0%,21,100%,21,0,0%,21,100%,0,0%,0,0%,21,95-16 89TH AVENUE,40.691482,-73.848577,"95-16 89th Avenue, New York, NY 11421, United States of America",11421,2008,Elementary,QN53,Woodhaven,New York City Academy for Discovery,2000,1,344,1,55,0,1,399,16.38095238,2.619047619,19,0.002906976744,0,0.002506265664,29.06976744,0,25.06265664
Q263,0,0%,38,100%,38,0,0%,38,100%,0,0%,0,0%,38,222-14 JAMAICA AVENUE,40.720617,-73.731398,"222-14 Jamaica Avenue, New York, NY 11428, United States of America",11428,2007,K-8,QN34,Queens Village,P.S./I.S. 295,56800,1,533,1,67,1,2,600,14.02631579,1.763157895,15.78947368,0.001876172608,0.01492537313,0.003333333333,18.76172608,149.2537313,33.33333333
Q268,0,0%,46,100%,46,0,0%,46,100%,0,0%,0,0%,46,92-07 175 STREET,40.707648,-73.78521,"175-02 Jamaica Avenue, New York, NY 11433, United States of America",11433,2003,K-8,QN61,Jamaica,P.S./I.S. 268,44400,1,628,1,72,0,1,700,13.65217391,1.565217391,15.2173913,0.001592356688,0,0.001428571429,15.92356688,0,14.28571429
Q313,0,0%,25,100%,25,0,0%,25,100%,0,0%,0,0%,25,45-45 42ND STREET,40.74258,-73.922604,"45-29 42nd Street, New York, NY 11104, United States of America",11104,2014,Elementary,QN31,Hunters Point-Sunnyside-West Maspeth,The Children's Lab School,18102,1,459,1,68,0,1,527,18.36,2.72,21.08,0.002178649237,0,0.001897533207,21.78649237,0,18.97533207
Q335,0,0%,33,100%,33,0,0%,33,100%,0,0%,0,0%,33,150-15 RALEIGH STREET,40.668083,-73.83685,"PS 335, Raleigh Street, New York, NY 11414, United States of America",11414,2017,Elementary,QN56,Ozone Park,"P.S. 377, P.S. 377",8800,1,402,1,59,0,1,461,12.18181818,1.787878788,13.96969697,0.002487562189,0,0.002169197397,24.87562189,0,21.69197397
Q475,26,31%,57,69%,83,0,0%,83,100%,0,0%,0,0%,83,89-30 114 STREET,40.695171,-73.833815,"89-30 114th Street, New York, NY 11418, United States of America",11418,1929,High school,QN54,Richmond Hill,"Richmond Hill High School, 21ST CENTURY SCHOOL OF RICHMOND HILL",12400,1,1600,1,173,1,2,1773,19.27710843,2.084337349,21.36144578,0.000625,0.005780346821,0.001128031585,6.25,57.80346821,11.28031585
Q499,0,0%,41,100%,41,0,0%,41,100%,0,0%,0,0%,41,148-20 REEVES AVENUE,40.738599,-73.820821,"PS/IS 499, 149th Street, New York, NY 11367, United States of America",11367,1999,K-8,QN37,Kew Gardens Hills,"The Queens College School for Math, Science and Te",80900,1,514,1,44,1,2,558,12.53658537,1.073170732,13.6097561,0.001945525292,0.02272727273,0.003584229391,19.45525292,227.2727273,35.84229391
Q610,4,11%,34,89%,38,0,0%,38,100%,0,0%,0,0%,38,45-30 36 STREET,40.743309,-73.929577,"Aviation High School, 35th Street, New York, NY 11101, United States of America",11101,1958,High school,QN31,Hunters Point-Sunnyside-West Maspeth,Aviation Career & Technical Education High School,17900,1,2011,1,180,0,1,2191,52.92105263,4.736842105,57.65789474,0.0004972650423,0,0.000456412597,4.972650423,0,4.56412597
R077,0,0%,6,100%,6,0,0%,6,100%,0,0%,0,0%,6,#N/A,,,error,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Q725,0,0%,46,100%,46,0,0%,46,100%,0,0%,0,0%,46,21-16 44TH ROAD,40.748502,-73.946488,"21-16 44th Road, New York, NY 11101, United States of America",11101,2002,High school,QN31,Hunters Point-Sunnyside-West Maspeth,Information Technology High School,1900,1,948,1,90,0,1,1038,20.60869565,1.956521739,22.56521739,0.001054852321,0,0.0009633911368,10.54852321,0,9.633911368
Q744,3,4%,68,96%,71,0,0%,51,72%,20,28%,20,28%,71,45-10 94TH STREET,40.743228,-73.871505,"45-10 94th Street, New York, NY 11373, United States of America",11373,2007,High school,QN29,Elmhurst,"Pan American International High School, Civic Leadership Academy, VOYAGES Preparatory",46300,3,1255,1,131,1,2,1386,17.67605634,1.845070423,19.52112676,0.000796812749,0.007633587786,0.001443001443,7.96812749,76.33587786,14.43001443
Q777,14,100%,0,0%,14,0,0%,14,100%,0,0%,0,0%,14,50-15 44TH STREET,40.73668,-73.921346,"50-36 45th Street, New York, NY 11377, United States of America",11377,2013,K-12 all grades,QN31,Hunters Point-Sunnyside-West Maspeth,The Riverview School,18700,1,681,1,381,2,3,1062,48.64285714,27.21428571,75.85714286,0.001468428781,0.005249343832,0.002824858757,14.68428781,52.49343832,28.24858757
Q811,0,0%,21,100%,21,0,0%,21,100%,0,0%,0,0%,21,61-25 MARATHON PARKWAY,40.756481,-73.728412,"Marathon School, 61-25 Marathon Parkway, New York, NY 11362, United States of America",11362,1953,K-12 all grades,QN45,Douglas Manor-Douglaston-Little Neck,P.S. Q811,152902,1,437,1,315,5,6,752,20.80952381,15,35.80952381,0.002288329519,0.01587301587,0.007978723404,22.88329519,158.7301587,79.78723404
Q849,42,68%,20,32%,62,0,0%,62,100%,0,0%,0,0%,62,976 SENECA AVENUE,40.699101,-73.902147,"Intermediate School 77, 976 Seneca Avenue, New York, NY 11385, United States of America",11385,1991,Junior High-Intermediate-Middle,QN20,Ridgewood,I.S. 077,55500,1,772,1,102,0,1,874,12.4516129,1.64516129,14.09677419,0.001295336788,0,0.00114416476,12.95336788,0,11.4416476
R004,0,0%,68,100%,68,0,0%,68,100%,0,0%,0,0%,68,200 NEDRA LANE,40.552059,-74.195281,"200 Nedra Place, New York, NY 10312, United States of America",10312,1984,Elementary,SI48,Arden Heights,P.S. 004 Maurice Wollin,17010,1,735,1,151,2,3,886,10.80882353,2.220588235,13.02941176,0.001360544218,0.01324503311,0.003386004515,13.60544218,132.4503311,33.86004515
R022,5,9%,51,91%,56,0,0%,56,100%,0,0%,0,0%,56,1860 FOREST AVENUE,40.624847,-74.150544,"Public School 22, Forest Avenue, New York, NY 10303, United States of America",10303,1914,Elementary,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,P.S. 022 Graniteville,30302,1,845,1,139,4,5,984,15.08928571,2.482142857,17.57142857,0.001183431953,0.02877697842,0.005081300813,11.83431953,287.7697842,50.81300813
R039,0,0%,27,100%,27,0,0%,27,100%,0,0%,0,0%,27,71 SAND LANE,40.597824,-74.07061,"Public School 39, Macfarland Avenue, New York, NY 10305, United States of America",10305,1925,Elementary,SI14,Grasmere-Arrochar-Ft. Wadsworth,P.S. 39 Francis J. Murphy Jr.,2002,1,496,1,66,0,1,562,18.37037037,2.444444444,20.81481481,0.002016129032,0,0.001779359431,20.16129032,0,17.79359431
R470,6,46%,7,54%,13,0,0%,13,100%,0,0%,0,0%,13,109 RHINE AVENUE,40.61062,-74.087072,"109 Rhine Avenue, New York, NY 10304, United States of America",10304,1894,High school,SI08,Grymes Hill-Clifton-Fox Hills,Concord High School,4000,1,177,1,27,0,1,204,13.61538462,2.076923077,15.69230769,0.005649717514,0,0.004901960784,56.49717514,0,49.01960784
R801,0,0%,10,100%,10,0,0%,10,100%,0,0%,0,0%,10,#N/A,,,error,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
R600,2,4%,45,96%,47,0,0%,47,100%,0,0%,0,0%,47,290 ST MARKS PLACE,40.64282,-74.079263,"Ralph McKee High School, Belmont Place, New York, NY 10301, United States of America",10301,1935,High school,SI22,West New Brighton-New Brighton-St. George,Ralph R. McKee Career and Technical Education High,900,1,838,1,123,3,4,961,17.82978723,2.617021277,20.44680851,0.001193317422,0.0243902439,0.004162330905,11.93317422,243.902439,41.62330905
R722,0,0%,25,100%,25,0,0%,25,100%,0,0%,0,0%,25,155 TOMPKINS AVENUE,40.620835,-74.077054,"155 Tompkins Avenue, New York, NY 10304, United States of America",10304,1967,Secondary School,SI37,Stapleton-Rosebank,The Richard H. Hungerford School,2700,1,427,1,353,3,4,780,17.08,14.12,31.2,0.002341920375,0.008498583569,0.005128205128,23.41920375,84.98583569,51.28205128
X001,1,2%,44,98%,45,0,0%,45,100%,0,0%,0,0%,45,335 EAST 152 STREET,40.819331,-73.919634,"Public School Number 1, 335 East 152nd Street, New York, NY 10451, United States of America",10451,1961,Elementary,BX34,Melrose South-Mott Haven North,P.S. 001 Courtlandt School,6700,1,533,1,87,1,2,620,11.84444444,1.933333333,13.77777778,0.001876172608,0.01149425287,0.003225806452,18.76172608,114.9425287,32.25806452
X012,1,2%,41,98%,42,1,2%,42,98%,0,0%,1,2%,43,2555 TRATMAN AVENUE,40.840625,-73.844685,"1450 Overing Street, New York, NY 10461, United States of America",10461,1966,Secondary School,BX37,Van Nest-Morris Park-Westchester Square,P.S. X012 Lewis and Clark School,20000,1,308,1,177,0,1,485,7.162790698,4.11627907,11.27906977,0.003246753247,0,0.00206185567,32.46753247,0,20.6185567
R844,1,10%,9,90%,10,0,0%,10,100%,0,0%,0,0%,10,#N/A,,,error,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
R848,2,11%,17,89%,19,0,0%,18,95%,1,5%,1,5%,19,#N/A,,,error,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
X015,0,0%,70,100%,70,0,0%,70,100%,0,0%,0,0%,70,2195 ANDREWS AVENUE,40.859243,-73.909763,"2195 Andrews Avenue North, New York, NY 10453, United States of America",10453,1995,K-8,BX30,Kingsbridge Heights,"P.S. X015 Institute for Environmental Learning, P.S. 291",25500,2,997,1,117,1,2,1114,14.24285714,1.671428571,15.91428571,0.001003009027,0.008547008547,0.001795332136,10.03009027,85.47008547,17.95332136
X024,9,21%,33,79%,42,0,0%,34,81%,8,19%,8,19%,42,660 WEST 236 STREET,40.886922,-73.915114,"Public School 24, 660 West 236th Street, New York, NY 10463, United States of America",10463,1953,Elementary,BX22,North Riverdale-Fieldston-Riverdale,P.S. 024 Spuyten Duyvil,30900,1,795,1,90,0,1,885,18.92857143,2.142857143,21.07142857,0.001257861635,0,0.001129943503,12.57861635,0,11.29943503
R885,0,0%,9,100%,9,0,0%,9,100%,0,0%,0,0%,9,#N/A,,,error,,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
X034,0,0%,35,100%,35,0,0%,35,100%,0,0%,0,0%,35,770 GROTE STREET,40.850168,-73.883877,"770 Grote Street, New York, NY 10460, United States of America",10460,1995,K-12 all grades,BX06,Belmont,"P.S. X188, P.S. X188",39300,1,569,1,284,2,3,853,16.25714286,8.114285714,24.37142857,0.001757469244,0.007042253521,0.003516998828,17.57469244,70.42253521,35.16998828
X037,0,0%,38,100%,38,0,0%,38,100%,0,0%,0,0%,38,360 WEST 230 STREET,40.877935,-73.913694,"Marble Hill High School of International Studies, Tibbett Avenue, New York, NY 10463, United States of America",10463,1994,K-8,BX29,Spuyten Duyvil-Kingsbridge,P.S. X037 - Multiple Intelligence School,29302,1,577,1,82,0,1,659,15.18421053,2.157894737,17.34210526,0.001733102253,0,0.001517450683,17.33102253,0,15.17450683
X039,39,81%,9,19%,48,0,0%,9,19%,39,81%,39,81%,48,965 LONGWOOD AVENUE,40.8175,-73.8982,"962 Longwood Avenue, New York, NY 10455, United States of America",10455,1905,Early Childhood,BX33,Longwood,Longwood Preparatory Academy,8700,1,352,1,54,0,1,406,7.333333333,1.125,8.458333333,0.002840909091,0,0.002463054187,28.40909091,0,24.63054187
X040,0,0%,51,100%,51,0,0%,51,100%,0,0%,0,0%,51,468 EAST 140 STREET,40.8095,-73.9199,"468 East 140th Street, New York, NY 10454, United States of America",10454,1999,K-8,BX39,Mott Haven-Port Morris,"P.S. 179, Young Leaders Elementary School",3900,2,539,1,103,2,3,642,10.56862745,2.019607843,12.58823529,0.00185528757,0.01941747573,0.004672897196,18.5528757,194.1747573,46.72897196
X042,0,0%,37,100%,37,0,0%,37,100%,0,0%,0,0%,37,1537 WASHINGTON AVENUE,40.838636,-73.903243,"Public School 42, 1537 Washington Avenue, New York, NY 10457, United States of America",10457,1906,Elementary,BX01,Claremont-Bathgate,P.S. 042 Claremont,16900,1,341,1,63,1,2,404,9.216216216,1.702702703,10.91891892,0.00293255132,0.01587301587,0.00495049505,29.3255132,158.7301587,49.5049505
X050,0,0%,38,100%,38,0,0%,38,100%,0,0%,0,0%,38,1550 VYSE AVENUE,40.834188,-73.886995,"Public School 50, 1550 Vyse Avenue, New York, NY 10460, United States of America",10460,1914,Elementary,BX75,Crotona Park East,"Fairmont Neighborhood School, Samara Community School",15700,2,517,1,94,1,2,611,13.60526316,2.473684211,16.07894737,0.001934235977,0.01063829787,0.003273322422,19.34235977,106.3829787,32.73322422
X054,0,0%,28,100%,28,0,0%,28,100%,0,0%,0,0%,28,2703 WEBSTER AVENUE,40.864872,-73.88794,"2703 Webster Avenue, New York, NY 10458, United States of America",10458,1999,Elementary,BX05,Bedford Park-Fordham North,P.S./I.S. 54,40502,1,433,1,68,1,2,501,15.46428571,2.428571429,17.89285714,0.002309468822,0.01470588235,0.003992015968,23.09468822,147.0588235,39.92015968
X061,35,92%,3,8%,38,0,0%,3,8%,35,92%,35,92%,38,1550 CROTONA PARK EAST,40.836156,-73.892784,"Public School 61, 1550 Crotona Park East, New York, NY 10460, United States of America",10460,1922,Elementary,BX75,Crotona Park East,"P.S. 061 Francisco Oller, E.S.M.T-I.S. 190",15300,2,525,1,80,1,2,605,13.81578947,2.105263158,15.92105263,0.001904761905,0.0125,0.003305785124,19.04761905,125,33.05785124
X067,1,2%,52,98%,53,0,0%,53,100%,0,0%,0,0%,53,2024 MOHEGAN AVENUE,40.843781,-73.884192,"2009 Honeywell Avenue, New York, NY 10460, United States of America",10460,1925,Elementary,BX17,East Tremont,P.S. 067 Mohegan School,36300,1,368,1,61,0,1,429,6.943396226,1.150943396,8.094339623,0.002717391304,0,0.002331002331,27.17391304,0,23.31002331
X068,0,0%,41,100%,41,0,0%,38,93%,3,7%,3,7%,41,4011 MONTICELLO AVENUE,40.891603,-73.83888,"Public School 68, 4011 Monticello Avenue, New York, NY 10466, United States of America",10466,1926,Elementary,BX62,Woodlawn-Wakefield,P.S. 068 Bronx,42600,1,520,1,92,3,4,612,12.68292683,2.243902439,14.92682927,0.001923076923,0.03260869565,0.006535947712,19.23076923,326.0869565,65.35947712
X069,0,0%,17,100%,17,0,0%,17,100%,0,0%,0,0%,17,560 THIERIOT AVENUE,40.8167,-73.86046,"549 Leland Avenue, New York, NY 10473, United States of America",10473,1924,Elementary,BX09,Soundview-Castle Hill-Clason Point-Harding Park,P.S. 069 Journey Prep School,1600,1,565,1,73,0,1,638,33.23529412,4.294117647,37.52941176,0.001769911504,0,0.001567398119,17.69911504,0,15.67398119
X073,0,0%,36,100%,36,0,0%,36,100%,0,0%,0,0%,36,1020 ANDERSON AVENUE,40.832609,-73.926415,"Public School 73, 1020 Anderson Avenue, New York, NY 10452, United States of America",10452,1926,Elementary,BX26,Highbridge,P.S. 073 Bronx,18900,1,405,1,79,1,2,484,11.25,2.194444444,13.44444444,0.002469135802,0.01265822785,0.004132231405,24.69135802,126.5822785,41.32231405
X078,2,4%,43,96%,45,0,0%,41,91%,4,9%,4,9%,45,1400 NEEDHAM AVENUE,40.878474,-73.850563,"Public School 78, 1400 Needham Avenue, New York, NY 10469, United States of America",10469,1924,Elementary,BX03,Eastchester-Edenwald-Baychester,P.S. 078 Anne Hutchinson,38600,1,696,1,85,0,1,781,15.46666667,1.888888889,17.35555556,0.001436781609,0,0.001280409731,14.36781609,0,12.80409731
X084,0,0%,93,100%,93,0,0%,93,100%,0,0%,0,0%,93,1434 LONGFELLOW AVENUE,40.830552,-73.886798,"Jennings Street & Longfellow Avenue, Jennings Street, New York, NY 10460, United States of America",10460,1994,Secondary School,BX75,Crotona Park East,"P.S. X811, P.S. X811",12300,1,650,1,382,1,2,1032,6.989247312,4.107526882,11.09677419,0.001538461538,0.002617801047,0.001937984496,15.38461538,26.17801047,19.37984496
X085,1,2%,45,98%,46,0,0%,46,100%,0,0%,0,0%,46,2400 MARION AVENUE,40.858689,-73.894682,"360 East 187th Street, New York, NY 10458, United States of America",10458,1933,Elementary,BX40,Fordham South,P.S. 085 Great Expectations,38302,1,770,1,132,2,3,902,16.73913043,2.869565217,19.60869565,0.001298701299,0.01515151515,0.00332594235,12.98701299,151.5151515,33.2594235
